Voter Address,Voting Power,Choice Ranking
0x2bff0d5bc65b920806a50c5e27b879b05a6538ae,0.05526808758278201,"NONE BELOW,x23.ai,Decent,blockful - basic,Namespace,eth.limo - basic,Agora - basic,Agora - ext,blockful - ext,Unicorn.eth,Ethereum Identity Fnd - ext,Enscribe,WebHash,dWeb.host - basic,ZK Email - ext,Unruggable - ext,Namestone,AlphaGrowth - basic,Web3bio,Tally,Lighthouse Labs,PYOR,Wildcard Labs - basic,eth.limo - ext,AlphaGrowth - ext,Ethereum Identity Fnd - basic,Wildcard Labs - ext,dWeb.host - ext,Curia Lab,NameHash Labs,3DNS - ext,GovPal,Unruggable - basic,ZK Email - basic,3DNS - basic,JustaName"
0xefa9524ac8703db3a172c605210936a15ec166b1,0.055255750083167264,"NONE BELOW,Agora - basic,eth.limo - basic,Tally,Ethereum Identity Fnd - basic,Enscribe,ZK Email - ext,dWeb.host - basic,Ethereum Identity Fnd - ext,AlphaGrowth - ext,GovPal,blockful - basic,Web3bio,ZK Email - basic,Agora - ext,JustaName,dWeb.host - ext,Lighthouse Labs,Wildcard Labs - ext,Decent,Namespace,Curia Lab,NameHash Labs,blockful - ext,x23.ai,3DNS - basic,PYOR,3DNS - ext,Namestone,Wildcard Labs - basic,Unruggable - basic,Unicorn.eth,AlphaGrowth - basic,eth.limo - ext,Unruggable - ext,WebHash"
0xc5f705ca8f70acc5f3d3db9636558102f528a475,0.05277511697136615,"Decent,3DNS - basic,blockful - ext,Lighthouse Labs,Tally,Curia Lab,PYOR,NONE BELOW,Web3bio,Wildcard Labs - ext,Wildcard Labs - basic,Ethereum Identity Fnd - ext,eth.limo - basic,Agora - ext,Unruggable - basic,dWeb.host - basic,blockful - basic,Unruggable - ext,NameHash Labs,x23.ai,JustaName,Namespace,Agora - basic,AlphaGrowth - ext,Unicorn.eth,GovPal,Ethereum Identity Fnd - basic,dWeb.host - ext,ZK Email - basic,eth.limo - ext,Enscribe,Namestone,3DNS - ext,WebHash,AlphaGrowth - basic,ZK Email - ext"
0x88f659b4b6d5614b991c6404b34f821e10390ec0,0.05,"ZK Email - basic,NONE BELOW,Web3bio,Enscribe,Unruggable - ext,GovPal,Ethereum Identity Fnd - basic,PYOR,AlphaGrowth - basic,ZK Email - ext,Lighthouse Labs,eth.limo - basic,3DNS - ext,Unicorn.eth,Unruggable - basic,Agora - basic,Tally,Wildcard Labs - ext,Wildcard Labs - basic,Decent,Namespace,Curia Lab,AlphaGrowth - ext,x23.ai,eth.limo - ext,Agora - ext,dWeb.host - ext,WebHash,blockful - basic,Ethereum Identity Fnd - ext,NameHash Labs,JustaName,Namestone,dWeb.host - basic,blockful - ext,3DNS - basic"
0x463ba5667ac4aabd51e64f4f09963c81366bf3ac,0.04919716827759518,"JustaName,AlphaGrowth - ext,NONE BELOW,Unicorn.eth,3DNS - basic,Namestone,GovPal,NameHash Labs,WebHash,blockful - ext,ZK Email - basic,Web3bio,Ethereum Identity Fnd - basic,Unruggable - ext,Tally,blockful - basic,Wildcard Labs - basic,eth.limo - basic,PYOR,dWeb.host - ext,Wildcard Labs - ext,x23.ai,Lighthouse Labs,Agora - basic,Agora - ext,AlphaGrowth - basic,dWeb.host - basic,Enscribe,ZK Email - ext,Unruggable - basic,Decent,3DNS - ext,Namespace,eth.limo - ext,Ethereum Identity Fnd - ext,Curia Lab"
0x97b7a1f3a166ed11dd487837476286c2dc1c7591,0.04911701481064336,"eth.limo - basic,Wildcard Labs - ext,Enscribe,Lighthouse Labs,Unruggable - basic,Web3bio,NameHash Labs,x23.ai,Ethereum Identity Fnd - basic,WebHash,AlphaGrowth - ext,Agora - ext,Decent,eth.limo - ext,Unicorn.eth,3DNS - ext,Tally,Wildcard Labs - basic,PYOR,blockful - basic,ZK Email - basic,dWeb.host - basic,Namespace,blockful - ext,AlphaGrowth - basic,Agora - basic,NONE BELOW,3DNS - basic,GovPal,Curia Lab,JustaName,ZK Email - ext,Namestone,Ethereum Identity Fnd - ext,Unruggable - ext,dWeb.host - ext"
0xe5bde866b2dd33a2aec4c2ca2dd446a084397091,0.04835907634116455,"ZK Email - ext,dWeb.host - basic,Enscribe,Lighthouse Labs,blockful - ext,GovPal,NameHash Labs,Agora - basic,Tally,dWeb.host - ext,Wildcard Labs - ext,NONE BELOW,Unicorn.eth,eth.limo - basic,Ethereum Identity Fnd - basic,JustaName,eth.limo - ext,Wildcard Labs - basic,WebHash,Curia Lab,Web3bio,3DNS - ext,Unruggable - ext,Namespace,ZK Email - basic,Unruggable - basic,x23.ai,Agora - ext,Decent,Ethereum Identity Fnd - ext,Namestone,AlphaGrowth - ext,blockful - basic,PYOR,3DNS - basic,AlphaGrowth - basic"
0x1a7971e6257b5259f3a781c435de2905b21af2d0,0.04830108049981776,"Agora - basic,blockful - ext,Ethereum Identity Fnd - ext,Curia Lab,Wildcard Labs - basic,ZK Email - ext,Namestone,Agora - ext,Wildcard Labs - ext,dWeb.host - basic,dWeb.host - ext,NameHash Labs,Lighthouse Labs,3DNS - ext,Tally,3DNS - basic,Unicorn.eth,Namespace,WebHash,Web3bio,NONE BELOW,eth.limo - basic,x23.ai,Unruggable - basic,AlphaGrowth - ext,AlphaGrowth - basic,JustaName,Enscribe,Decent,ZK Email - basic,eth.limo - ext,Ethereum Identity Fnd - basic,blockful - basic,GovPal,PYOR,Unruggable - ext"
0x7241d0cbf9d4010e695842876d457e8c4c89716f,0.04771161431879493,"WebHash,3DNS - ext,dWeb.host - ext,blockful - ext,Web3bio,Tally,Curia Lab,NameHash Labs,Unruggable - basic,Agora - basic,PYOR,Ethereum Identity Fnd - ext,blockful - basic,ZK Email - ext,AlphaGrowth - ext,Ethereum Identity Fnd - basic,NONE BELOW,x23.ai,Agora - ext,Decent,Wildcard Labs - ext,3DNS - basic,eth.limo - ext,AlphaGrowth - basic,Lighthouse Labs,Namestone,Wildcard Labs - basic,Unicorn.eth,Enscribe,Namespace,JustaName,GovPal,ZK Email - basic,Unruggable - ext,eth.limo - basic,dWeb.host - basic"
0x1e7e8409cc2d3d53555bfa973c4fe0160b6a65d4,0.047451348112899985,"Wildcard Labs - ext,AlphaGrowth - basic,JustaName,Ethereum Identity Fnd - basic,Namestone,Agora - ext,Namespace,eth.limo - ext,NameHash Labs,Ethereum Identity Fnd - ext,PYOR,Curia Lab,GovPal,Agora - basic,3DNS - ext,Unicorn.eth,Enscribe,Unruggable - basic,ZK Email - ext,blockful - ext,Unruggable - ext,x23.ai,Lighthouse Labs,dWeb.host - ext,Wildcard Labs - basic,Web3bio,blockful - basic,3DNS - basic,WebHash,ZK Email - basic,Decent,AlphaGrowth - ext,Tally,dWeb.host - basic,NONE BELOW,eth.limo - basic"
0x47c0f3ec73c26dbcc6f49706a93fa9c100024659,0.0455514150094583,"Ethereum Identity Fnd - basic,Lighthouse Labs,Namestone,PYOR,Wildcard Labs - ext,eth.limo - ext,Agora - basic,dWeb.host - ext,NameHash Labs,eth.limo - basic,3DNS - ext,Curia Lab,Tally,Agora - ext,Unicorn.eth,ZK Email - ext,x23.ai,dWeb.host - basic,3DNS - basic,Web3bio,Namespace,JustaName,NONE BELOW,ZK Email - basic,Ethereum Identity Fnd - ext,AlphaGrowth - ext,Enscribe,Decent,AlphaGrowth - basic,GovPal,WebHash,Unruggable - basic,Unruggable - ext,Wildcard Labs - basic,blockful - basic,blockful - ext"
0xc7633c8da4783ed7f08802dea2c0eebaedd40010,0.04550991578033195,"x23.ai,dWeb.host - ext,GovPal,PYOR,blockful - basic,AlphaGrowth - ext,ZK Email - ext,Unruggable - basic,Wildcard Labs - ext,Unicorn.eth,JustaName,eth.limo - basic,3DNS - basic,blockful - ext,Tally,Agora - basic,Curia Lab,NONE BELOW,WebHash,Web3bio,Enscribe,Ethereum Identity Fnd - ext,dWeb.host - basic,Namestone,ZK Email - basic,Ethereum Identity Fnd - basic,Decent,Wildcard Labs - basic,Agora - ext,3DNS - ext,eth.limo - ext,Lighthouse Labs,AlphaGrowth - basic,Unruggable - ext,NameHash Labs,Namespace"
0x155e9d7f9add12ad8c051dd0dc3c39494618af8c,0.04464901315616484,"AlphaGrowth - ext,Wildcard Labs - basic,Tally,x23.ai,Ethereum Identity Fnd - basic,WebHash,eth.limo - ext,Unruggable - basic,Namespace,Enscribe,eth.limo - basic,blockful - ext,ZK Email - basic,AlphaGrowth - basic,PYOR,GovPal,Curia Lab,NameHash Labs,NONE BELOW,Agora - ext,Unruggable - ext,blockful - basic,Agora - basic,Web3bio,ZK Email - ext,Wildcard Labs - ext,Namestone,Ethereum Identity Fnd - ext,Decent,dWeb.host - basic,JustaName,3DNS - basic,dWeb.host - ext,3DNS - ext,Unicorn.eth,Lighthouse Labs"
0xb5ea7ce98dbd885f71360309831958c2e3faa037,0.0429989851864391,"Tally,Lighthouse Labs,Wildcard Labs - basic,AlphaGrowth - ext,NameHash Labs,3DNS - basic,blockful - ext,Unicorn.eth,Namespace,Ethereum Identity Fnd - basic,blockful - basic,Unruggable - ext,Namestone,Wildcard Labs - ext,Unruggable - basic,x23.ai,3DNS - ext,eth.limo - ext,ZK Email - basic,eth.limo - basic,Web3bio,GovPal,Agora - basic,JustaName,dWeb.host - basic,dWeb.host - ext,ZK Email - ext,Ethereum Identity Fnd - ext,Decent,PYOR,Agora - ext,Curia Lab,NONE BELOW,WebHash,Enscribe,AlphaGrowth - basic"
0x09cf30aaedeb144c6caf6f135d4582945b4191b7,0.03884261118371578,"dWeb.host - basic,AlphaGrowth - basic,x23.ai,NONE BELOW,Web3bio,Lighthouse Labs,NameHash Labs,Namestone,eth.limo - basic,Tally,Unicorn.eth,GovPal,3DNS - basic,eth.limo - ext,blockful - basic,AlphaGrowth - ext,JustaName,Wildcard Labs - basic,Decent,WebHash,Agora - basic,Ethereum Identity Fnd - ext,dWeb.host - ext,Curia Lab,Wildcard Labs - ext,Ethereum Identity Fnd - basic,Agora - ext,Unruggable - ext,Enscribe,blockful - ext,ZK Email - ext,PYOR,Unruggable - basic,Namespace,ZK Email - basic,3DNS - ext"
0x84698c0b87691eebbb4a11ab20c49916e0d7ecd9,0.038434894838126135,"eth.limo - ext,NONE BELOW,WebHash,Unicorn.eth,JustaName,Lighthouse Labs,dWeb.host - ext,dWeb.host - basic,blockful - ext,Tally,3DNS - ext,Namestone,AlphaGrowth - basic,Decent,3DNS - basic,Agora - ext,Wildcard Labs - basic,Curia Lab,GovPal,Ethereum Identity Fnd - basic,ZK Email - basic,Unruggable - basic,Agora - basic,PYOR,NameHash Labs,eth.limo - basic,Wildcard Labs - ext,x23.ai,AlphaGrowth - ext,Ethereum Identity Fnd - ext,blockful - basic,Namespace,ZK Email - ext,Web3bio,Unruggable - ext,Enscribe"
0xd6368d2e97695a30678e5ec2668f23c05320522e,0.037378949287993436,"NameHash Labs,3DNS - ext,JustaName,Ethereum Identity Fnd - ext,Ethereum Identity Fnd - basic,Namespace,Agora - basic,NONE BELOW,Namestone,blockful - basic,Wildcard Labs - ext,GovPal,Lighthouse Labs,dWeb.host - basic,ZK Email - basic,Unicorn.eth,eth.limo - basic,Web3bio,Decent,Agora - ext,AlphaGrowth - ext,blockful - ext,Unruggable - ext,PYOR,WebHash,Unruggable - basic,Curia Lab,Wildcard Labs - basic,Tally,3DNS - basic,ZK Email - ext,eth.limo - ext,Enscribe,dWeb.host - ext,x23.ai,AlphaGrowth - basic"
0x95c5593e13b1b57e472dbdcabf813b73d04cfd13,0.026723321219129834,"Lighthouse Labs,dWeb.host - ext,NameHash Labs,Web3bio,3DNS - ext,ZK Email - ext,NONE BELOW,PYOR,x23.ai,dWeb.host - basic,Wildcard Labs - ext,AlphaGrowth - ext,Namestone,3DNS - basic,Curia Lab,Enscribe,Agora - basic,eth.limo - basic,ZK Email - basic,Decent,WebHash,Unruggable - basic,Agora - ext,Unicorn.eth,Tally,eth.limo - ext,Unruggable - ext,Ethereum Identity Fnd - basic,Namespace,blockful - ext,blockful - basic,Ethereum Identity Fnd - ext,Wildcard Labs - basic,JustaName,GovPal,AlphaGrowth - basic"
0xa8e17be2b11e744561859c9c31ea060ee30bf37c,0.008952511067204768,"Namespace,Unruggable - basic,eth.limo - basic,Tally,Agora - basic,dWeb.host - basic,AlphaGrowth - ext,Namestone,AlphaGrowth - basic,ZK Email - basic,JustaName,Ethereum Identity Fnd - ext,Lighthouse Labs,Enscribe,blockful - ext,ZK Email - ext,dWeb.host - ext,WebHash,Wildcard Labs - basic,Ethereum Identity Fnd - basic,GovPal,Web3bio,blockful - basic,3DNS - ext,Unicorn.eth,NONE BELOW,3DNS - basic,Decent,eth.limo - ext,PYOR,Wildcard Labs - ext,Agora - ext,x23.ai,Curia Lab,NameHash Labs,Unruggable - ext"
0xc3a2821727e9e5fa690f8c69c5d8e0899aa0e6ee,0.002048609963925704,"GovPal,Tally,eth.limo - basic,WebHash,dWeb.host - basic,Unruggable - basic,x23.ai,Agora - ext,3DNS - basic,NONE BELOW,PYOR,blockful - ext,Agora - basic,ZK Email - basic,Namestone,JustaName,Curia Lab,AlphaGrowth - basic,Unicorn.eth,blockful - basic,Ethereum Identity Fnd - ext,ZK Email - ext,3DNS - ext,Wildcard Labs - ext,Web3bio,Lighthouse Labs,Decent,NameHash Labs,Enscribe,eth.limo - ext,dWeb.host - ext,Wildcard Labs - basic,Unruggable - ext,Namespace,AlphaGrowth - ext,Ethereum Identity Fnd - basic"
0x475e41b482afc82bae8025d09d128f30b680e10c,0.001584893924188265,"blockful - basic,Namespace,Wildcard Labs - ext,Ethereum Identity Fnd - ext,Namestone,ZK Email - basic,NONE BELOW,Ethereum Identity Fnd - basic,Lighthouse Labs,Decent,AlphaGrowth - ext,Agora - basic,x23.ai,PYOR,ZK Email - ext,Wildcard Labs - basic,eth.limo - basic,Unicorn.eth,AlphaGrowth - basic,Curia Lab,Web3bio,NameHash Labs,dWeb.host - basic,JustaName,Tally,GovPal,eth.limo - ext,dWeb.host - ext,3DNS - basic,Agora - ext,WebHash,Unruggable - ext,blockful - ext,3DNS - ext,Enscribe,Unruggable - basic"
0x36ba23241ff9ed173ac2c384d0e4760536d4b435,0.0013,"blockful - basic,eth.limo - basic,Lighthouse Labs,Tally,Enscribe,dWeb.host - ext,Agora - basic,Unicorn.eth,Namespace,Ethereum Identity Fnd - ext,3DNS - basic,Curia Lab,WebHash,Unruggable - ext,Wildcard Labs - basic,Namestone,AlphaGrowth - basic,eth.limo - ext,dWeb.host - basic,AlphaGrowth - ext,GovPal,NameHash Labs,ZK Email - ext,Unruggable - basic,Agora - ext,ZK Email - basic,Web3bio,NONE BELOW,Ethereum Identity Fnd - basic,PYOR,3DNS - ext,Wildcard Labs - ext,blockful - ext,JustaName,x23.ai,Decent"
0x315e1a5c796b734585c27e615b774441372fbd08,0.000073827082829824,"Unruggable - ext,Enscribe,ZK Email - ext,Lighthouse Labs,Tally,Web3bio,NONE BELOW,Agora - ext,Agora - basic,dWeb.host - ext,Unicorn.eth,Wildcard Labs - ext,ZK Email - basic,GovPal,dWeb.host - basic,Namestone,3DNS - ext,JustaName,Unruggable - basic,WebHash,blockful - basic,eth.limo - basic,x23.ai,AlphaGrowth - ext,Ethereum Identity Fnd - basic,Namespace,PYOR,AlphaGrowth - basic,Decent,Wildcard Labs - basic,blockful - ext,3DNS - basic,Ethereum Identity Fnd - ext,NameHash Labs,eth.limo - ext,Curia Lab"
